"gene","US","MH","GH","AN","sum","max_PBE","max_PBE_pop","chr","pos","max_PCAdapt","description","pathway_name","pathway_id","heatmap"
"Zm00001d033683",1,1,1,0,3,1.25743747033311,"AN",1,271131943,1.35443621752142,"Phospholipase A2  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d029955",1,1,0,1,3,1.17568812858199,"MH",1,96293690,1.10006464038959,"Phospholipase A1-Ibeta2 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d039542",1,1,0,1,3,1.00745201027138,"MH",3,7736885,110.282977088813,"Phospholipase A1-Igamma1 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d046915",1,1,1,0,3,0.813863695667344,"AN",9,110360959,138.643775689653,"Putative AMP-dependent synthetase and ligase superfamily protein  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d043376",1,1,1,0,3,0.802994487742825,"GH",3,198074691,6.92955113155084,"Long-chain-fatty-acid-CoA ligase-like protein  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d044052",0,1,1,1,3,0.756013878515939,"AN",3,217884125,16.6731251035771,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d052616",0,1,1,1,3,0.755478418898403,"AN",4,194839040,0.55365863533906,"Phospholipase A2  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d023238",0,0,1,1,2,2.18834450200172,"AN",NA,NA,NA,"Long chain acyl-CoA synthetase 6 peroxisomal","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d043851",0,0,1,1,2,1.50957895376842,"AN",3,212035576,19.0226135657341,"Long chain acyl-CoA synthetase 5","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031053",0,1,1,0,2,1.19482833053658,"AN",1,174876795,2.52974458202481,"Patatin-like protein 6","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d012147",0,1,1,0,2,1.02209854853866,"AN",8,168883729,7.65031204673344,"Galactolipase DONGLE chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d028868",0,1,1,0,2,1.02031149641497,"AN",1,49092683,3.65296802953608,"Acetate/butyrate--CoA ligase AAE7 peroxisomal","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d024723",0,0,1,1,2,1.016036468077,"AN",10,85134173,2.04969143158195,"Long chain acyl-CoA synthetase 1","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d010943",0,0,1,1,2,1.01001773709855,"AN",8,134420534,17.4524992972747,"Long chain acyl-CoA synthetase 1","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d043484",1,1,0,0,2,1.00242644234479,"MH",3,201618931,21.3695871383418,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d011056",0,0,1,1,2,0.955613646249315,"AN",8,137538482,0.0604287137074357,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d048742",1,1,0,0,2,0.85237412945297,"MH",4,4831819,0.000457220933336482,"Phospholipase A I","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007079",0,0,1,1,2,0.841305855899181,"AN",2,221788437,3.95361139645478,"Phospholipase A2 family protein","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d005019",1,1,0,0,2,0.805735339016121,"GH",2,154109236,6.5354575061575,"Acyl-CoA synthetase long-chain family member 3  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d011927",0,1,1,0,2,0.803311771071037,"AN",8,164788135,5.24974431901891,"Phospholipid/glycerol acyltransferase family protein","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d033254",1,0,0,1,2,0.762777328774206,"US",1,256162991,18.1632927852037,"Patatin-like protein 6","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d023538",1,0,0,1,2,0.75203784838832,"MH",10,9366294,1.72712521650113,"Long chain acyl-CoA synthetase 9 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d017457",0,1,0,1,2,0.538867884100833,"US",5,196444666,7.25385296219852,"Phospholipase A1-Ibeta2 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d010463",0,0,1,0,1,1.17463994656545,"AN",8,116489968,14.0197618878169,"Phospholipase A1-Igamma1 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d034340",0,0,0,1,1,1.08410029191347,"US",1,290231131,1.21277648469316,"Patatin-like protein 6","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d018554",0,0,1,0,1,1.01755843017493,"AN",5,222955296,3.92417529730279,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d035638",0,0,1,0,1,0.845643177089361,"AN",NA,NA,NA,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d026549",0,0,1,0,1,0.789520753280511,"AN",10,148013777,7.9138100793371,"N-acylphosphatidylethanolamine synthase","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031066",0,0,0,1,1,0.709051867319864,"US",1,175633015,21.2250008793938,"alpha/beta-Hydrolases superfamily protein","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d021646",1,0,0,0,1,0.707232138686327,"MH",7,158959773,9.26053803893056,"Phospholipase A I","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d005911",0,0,1,0,1,0.706211721733068,"AN",2,192482383,0.754671634463688,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031814",0,0,1,0,1,0.667463626726026,"AN",1,202667842,0.609284451446906,"Patatin class 1  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d019463",0,0,1,0,1,0.624624691204593,"AN",7,35181075,3.59021474489248,"Lipase  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d052923",0,0,0,1,1,0.607320878832801,"US",NA,NA,NA,"Patatin-like protein 3","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d039087",0,0,1,0,1,0.582388834556658,"AN",6,169787212,8.01254305707632,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d039088",0,0,1,0,1,0.582388834556658,"AN",6,169787212,8.01254305707632,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d036256",1,0,0,0,1,0.490414626505863,"MH",6,80112077,7.77122770049839,"Phospholipase A1-Igamma1 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d044053",0,0,0,0,0,0.526734575667662,"AN",3,217884125,16.6731251035771,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d049594",0,0,0,0,0,0.50360772990143,"AN",4,36633560,4.09250687868741,"Phospholipase A1-Ibeta2 chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d041481",0,0,0,0,0,0.498097001475182,"AN",3,122814707,18.3428207002063,"Patatin-like protein 6","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d038167",0,0,0,0,0,0.482674090967882,"AN",6,150270791,4.16213547245937,"Lipase  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d049154",0,0,0,0,0,0.465413277348563,"AN",4,18124620,3.86921669717419,"Galactolipase DONGLE chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d033256",0,0,0,0,0,0.450106676222371,"AN",1,256162991,18.1632927852037,"Patatin-like protein 6","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d012152",0,0,0,0,0,0.421138991759077,"AN",8,168997387,5.70116066081362,"Galactolipase DONGLE chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d045295",0,0,0,0,0,0.398132806632638,"AN",9,18156029,0.547135950834707,"ACS-like protein%3B Putative AMP-dependent synthetase and ligase superfamily protein  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d009261",0,0,0,0,0,0.391363653642737,"AN",NA,NA,NA,"Phospholipase A I","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d023351",0,0,0,0,0,0.391363653642737,"AN",NA,NA,NA,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d029412",0,0,0,0,0,0.373053017274228,"US",1,69429450,6.88380502050267,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d028505",0,0,0,0,0,0.321937629879319,"MH",1,37344155,10.031544179058,"Phospholipase A2-alpha","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d035070",0,0,0,0,0,0.319104392824473,"AN",6,3732755,3.80444498454553,"Probable acyl-activating enzyme 1 peroxisomal","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d053127",0,0,0,0,0,0.317757433647102,"GH",4,214706310,4.54457651805267,"Long chain acyl-CoA synthetase 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d011477",0,0,0,0,0,0.305129396740801,"MH",8,151688431,0.68323308907096,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031811",0,0,0,0,0,0.281544022569068,"AN",1,202550784,3.26052375523009,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031815",0,0,0,0,0,0.278664457957761,"AN",1,202687635,2.67193669724096,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007616",0,0,0,0,0,0.24415859906776,"US",NA,NA,NA,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007618",0,0,0,0,0,0.24415859906776,"US",NA,NA,NA,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007604",0,0,0,0,0,0.220057051969004,"MH",2,236089227,3.1336941243325,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d043680",0,0,0,0,0,0.210656420288466,"AN",3,207109667,0.386305403339722,"Phospholipase A1-IIdelta","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d052485",0,0,0,0,0,0.205295037937946,"GH",4,191053495,3.2410897606174,"AMP-binding protein  ","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d029232",0,0,0,0,0,0.149521698677959,"AN",1,63242445,13.6406822736033,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d038307",0,0,0,0,0,0.139324910843555,"AN",NA,NA,NA,"Glutathione S-transferase family protein","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031813",0,0,0,0,0,0.138605144625538,"MH",1,202635650,1.71410457719156,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d003702",0,0,0,0,0,0.128617769979033,"GH",NA,NA,NA,"4-coumarate--CoA ligase-like 1","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d048841",0,0,0,0,0,0.0906318130089714,"GH",4,6234121,53.5982946820594,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d051836",0,0,0,0,0,NA,NA,4,171675931,61.7604195554865,"Phospholipase A2-beta","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d042486",0,0,0,0,0,NA,NA,3,169242236,6.53452819850472,"Galactolipase DONGLE chloroplastic","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007623",0,0,0,0,0,NA,NA,2,236374369,3.53938972299424,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d052399",0,0,0,0,0,NA,NA,4,189154134,2.69537226609406,"Long chain acyl-CoA synthetase 8","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d002319",0,0,0,0,0,NA,NA,2,10175707,1.91521113359178,"Lecithin-cholesterol acyltransferase-like 4","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d052481",0,0,0,0,0,NA,NA,4,190902715,0.81632943059665,"alpha/beta-Hydrolases superfamily protein","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d000037",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d000203",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d007620",0,0,0,0,0,NA,NA,NA,NA,NA,"Patatin-like protein 2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d009639",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d013461",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A2-alpha","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d018011",0,0,0,0,0,NA,NA,NA,NA,NA,"Lecithin-cholesterol acyltransferase-like 4","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d035640",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A1-IIgamma","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d040916",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d044016",0,0,0,0,0,NA,NA,NA,NA,NA,"Long chain acyl-CoA synthetase 5","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d051974",0,0,0,0,0,NA,NA,NA,NA,NA,"Gamma-glutamylcyclotransferase 2-2","phosphatidylcholine acyl editing","PWY-6803",2
"Zm00001d031855",1,1,1,1,4,1.35402524340863,"MH",1,204242693,8.16384665669091,"GDSL esterase/lipase LTL1","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d048721",1,1,1,1,4,1.07654458154438,"US",4,4178736,0.235889400155134,"Lipase  ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d030523",1,1,1,1,4,0.873246853081326,"US",1,141158957,12.0865815161557,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d012898",1,1,1,1,4,0.845643177089361,"AN",5,1763780,4.66003644000879,"Mono-/di-acylglycerol lipase N-terminal;Lipase class 3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d022493",1,1,0,1,3,2.18834450200172,"AN",7,178727962,12.7355173164029,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d022615",0,1,1,1,3,1.51208395958832,"AN",7,181113891,9.47484302707391,"GDSL esterase/lipase EXL3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d040981",1,1,1,0,3,1.40508869619578,"US",NA,NA,NA,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d020380",1,1,1,0,3,1.35402524340863,"MH",7,110167633,0.859514518118679,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d011661",1,1,1,0,3,1.28093304546238,"MH",8,157815834,61.5316672924036,"GDSL esterase/lipase APG","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d029955",1,1,1,0,3,1.17568812858199,"MH",1,96293690,1.10006464038959,"Phospholipase A1-Ibeta2 chloroplastic","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d039542",1,1,1,0,3,1.00745201027138,"MH",3,7736885,110.282977088813,"Phospholipase A1-Igamma1 chloroplastic","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d053252",1,1,1,0,3,0.96248651436401,"GH",4,222458730,2.42430171790606,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d034591",1,0,1,1,3,0.823012581306453,"US",1,297385704,1.3545055690988,"Triacylglycerol lipase SDP1","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d005561",1,0,1,1,3,0.813360791023554,"AN",NA,NA,NA,"Triacylglycerol lipase SDP1","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d015960",0,1,1,1,3,0.805735339016121,"GH",5,134288419,6.83291582575291,"SGNH hydrolase-type esterase superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d004197",1,1,1,0,3,0.780464779542334,"US",2,90768642,36.1830840230629,"Triacylglycerol lipase 2","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d044052",1,0,1,1,3,0.756013878515939,"AN",3,217884125,16.6731251035771,"Phospholipase A1-IIgamma","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d035063",1,1,1,0,3,0.642499122014578,"US",6,3473063,11.9728427843275,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d014918",0,0,1,1,2,2.18834450200172,"AN",5,68358348,19.3649349073826,"GDSL esterase/lipase EXL3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d013406",0,1,0,1,2,1.85102335671975,"AN",5,10487757,3.08522637464891,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d052810",1,0,0,1,2,1.82619923790067,"US",4,201668175,7.19790317041983,"Esterase/lipase/thioesterase  ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d006841",0,1,0,1,2,1.74779340858797,"AN",2,217682742,5.86085578067854,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d038211",1,0,0,1,2,1.65884221499747,"AN",6,151751863,2.68015795511143,"Anther-specific proline-rich protein APG  ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d023815",0,1,0,1,2,1.35402524340863,"MH",10,23246392,3.35065881595695,"Putative lipase class 3 family protein  ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d046642",1,0,0,1,2,1.3371415630685,"AN",9,100133235,27.0980184597508,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d045647",1,0,1,0,2,1.22232930950887,"GH",9,30895358,7.55357262390702,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d012147",0,0,1,1,2,1.02209854853866,"AN",8,168883729,7.65031204673344,"Galactolipase DONGLE chloroplastic","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d011056",1,0,0,1,2,0.955613646249315,"AN",8,137538482,0.0604287137074357,"Phospholipase A1-IIgamma","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d014308",0,0,1,1,2,0.925004283225234,"AN",NA,NA,NA,"GDSL esterase/lipase EXL3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d041624",1,0,0,1,2,0.877151362936673,"AN",3,129824113,33.2615716179038,"Mono-/di-acylglycerol lipase N-terminal;Lipase class 3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d019721",1,1,0,0,2,0.872784626712847,"MH",7,53795064,52.474357060104,"Triacylglycerol lipase 1","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d023984",0,1,0,1,2,0.841305855899181,"AN",10,34282359,20.7943145766227,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d034917",0,1,0,1,2,0.832217638500531,"AN",1,305583600,1.54794224075873,"GDSL esterase/lipase EXL3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d018286",1,0,1,0,2,0.821737283297166,"GH",5,217937286,2.244766325891,"Mono-/di-acylglycerol lipase N-terminal;Lipase class 3","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d014817",0,1,0,1,2,0.756013878515939,"AN",5,64427141,6.94867919521516,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d014818",0,1,0,1,2,0.756013878515939,"AN",5,64427141,6.94867919521516,"GDSL esterase/lipase ","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d033797",1,0,0,1,2,0.708718217404909,"AN",1,274045106,0.435088911275076,"alpha/beta-Hydrolases superfamily protein","triacylglycerol degradation","LIPAS-PWY",3
"Zm00001d046254",0,0,1,1,2,0.647329349816427,"AN",9,76891481,17.3818770552461,"Anther-specific proline-rich protein APG  ","triacylglycerol degradation","LIPAS-PWY",3
